Vice-President and Co-Founder of DECA branch; I am a co-founder and vice-president of the Tenafly DECA branch along with my friend. In just two years we expanded the club to over 30 participants.
Founder; Anti-Bully Club (Minizing bullying one school at a time).
"Cofounder & Director, Dubai Minds (dubaiminds.com); Created online portal providing high-schoolers corporate internships; manage all operations: website maintenance, marketing and customer relations."
Founder in Catapult Summer Program (Cohort X); Incubating young entrepreneurs through business workshops and strategic support; worked with mentors and my team to expand Dubai Minds into Chicago.
"Founder and President Interact Club, JHS; grew club from 0 to 15 members; collaborate with local rotary club; plan and execute local and international service projects; attended RYLA."
"Art Club, co-founder; Got together after school with small groups to complete school beautification or personal projects."
Founder and Writer for Helping Central; Write articles reporting on issues from water pollution in Central Vietnam to the question of the sovereignty of the Paracels Islands.
Mobile App Founder; Sole founder of early stage mobile application linking alarm clock to communicate when user is awake .
Co-Founder and Executive Board Member of SASA; SASA (Students Against Sexual Assault) is focused on raising awareness about sexual assault. I am a co-founder of the club and I am treasurer.
"Co-founder; ""Campus Forum"" is a school club where students can discuss current events and life situations in a safe and welcoming environment.""."
"Founder & President, Stuyvesant Climbing Club; Grew the club from zero members to several dozen and planned and led events and trips to indoor and outdoor areas around the city."
President and Co-founder of the Sheldon Math Club; I organized a club to help kids in lower level math classes. We tutor and work out problems together.
Journalist and Founder of HOTAKAH; Initiated the page 'Humans of the Aga Khan Academy' to showcase diversity of school and pursue journalism and writing.
"Co-Founder,APP to Reserve Ball Ground; Survey national HL students opinions on reserving ball ground;Create an APP demo with classified ball info;test on 2 schools;gain students popularity."
"Founder Member of Ortakoy Interact Club; I am a co-founder of the club in which we helped kids in need and animal shelters, and established a rehabilitation camp in Tanzania for albinos."
"Project founder and teacher at AMDEM (NGO); Coordinating a team of volunteers, developing the material for an English course. It was deloped in partnership with an NGO and the city hall."
Vocata social initiative founder and member.; Founded Vocata as part of the Laderes program. Served poor kids from the Isla Trinitaria slums with ludic activities and donations.
"School Newspaper Co-Founder/Sports Editor; The first student-hosted, student-run, student-designed news site in the First State."
One of the founders of Stop Breathe and Think; This is a club that helps to support students dealing with stress and anxiety.
Founder and President of School's Book Club; Led only club in school without a teacher supervisor; encouraged more students to read; members consistently consisted of 10% of student body.
Co-Founder World Scholar's Cup Ambassadors Program; Volunteer at 2012 World Scholar's Cup Delhi Round; created platform for students worldwide to take on leadership positions: attracted 395 participants.
