commonappid,actnum,hondet,commonactid
16518406,2,"President/Founder, TJ Drone/UAV Club; Founded the club in Sophomore year, ran meetings and taught members about Drones, and built a fixed-wing aircraft from scratch using fundraised money.",165184062
16518421,1,"Founder and Co-President of Lift Academy; Educated young, underprivileged kids about business and how to plan their finances to save for the future through engaging activities/lectures.",165184211
16518697,2,"Basic Computer Skills, Bilingual Program Founder; Founded pro bono learning program. Designed original curriculum and lead classes in Mandarin with dual-language teachers at Hestia Adult Day Care.",165186972
16518697,3,"Principal First Chair Clarinetist, Piano Soloist; Section leader of Bronx Science Orchestra and Nassau Symphony. Vice President and co-founder of Chamber Music Club. Performed at Lincoln Center, NY.",165186973
16519374,2,"Breast Cancer Awareness Club- VP, Founding Member; Organize fundraisers for breast cancer research, Ed. programs, Organize a Pink Day for Breast Cancer Awareness, Susan G. Komen Race for the Cure.",165193742
16519374,5,"Founding Member; Co-founded the club in 10th grade, competed on the junior varsity level after one year, unable to play senior year because of the study abroad program.",165193745
16519433,4,"Math Club; Served as one of the founders of the Math Club, I organized students participating in math contests as well as developing some projects.",165194334
16519550,7,Recycling Project; Founder/Administrator; recycling project at barn; obtained recycling containers; take bags of recycling to recycling center weekly.,165195507
16519794,6,Founder of Engineering Exploration; Introduce women & minorities to engineering subfields.Help members obtain internships at companies.Participate in competitions hosted by companies.,165197946
16520030,7,"ELITE Magazine -- Head of Marketing; Helped build the club as a founding member, coordinated marketing strategy, prepared marketing materials such as videos and advertisements.",165200307
16520351,4,"Mu Alpha Theta (Vice President [12]); A founding member of this math honors society, having competed in UIL Competitions and organized Mathematical lectures.",165203514
16520474,1,"President, Founder/Culture Club; Founded club and shared one's thoughts in discussion sessions to overcome cultural prejudice/Planned and organized cultural events and led meetings.",165204741
16520915,3,"Co-founder, Give a Hand; Established Big Brother/Big Sister program with Syrian refugee students in Turkey; fundraised and organized trips to refugee comm. during school year.",165209153
16521050,5,"Co-founder of Academic Club; Tutored Grade11,10 students Social Studies, English composition, Chemistry, and Physics.",165210505
16521120,1,Director and cofounder of Aurora Film Organization; Produced eight short videos of five different genres; produced advertising videos for 6 organizations.,165211201
16521120,3,"Intern in SEA Studio, an Architecture Firm; Assisted start-up's founder; designed and revised business PowerPoint; helped formulate new co-working space project.",165211203
16521204,1,Founder of Chongqing Federation of Student Unions; Found the first inter school student association which aims to facilitate communication between over 60 student organizations.,165212041
16521206,1,"Club Co-Founder/ Team Leader; I have been running the club, organizing activities and trainings, attending badminton contest on behalf of the school.",165212061
16521294,5,"Founder/IVY Club; Promoted a new concept ""Mori Life"" to encourage people to live in a simple and natural lifestyle through online and offline campaign."".",165212945
16521462,1,Head & Founding Member of Lighting A Billion Lives; LABL is a student initiative; funded a solar unit: supplied a village in India with clean energy. Started a CO2 offsetting project in school.,165214621
16521494,8,Founder; Organized classmates  to teach the elderly in our community to use computer and smart phones.Help the senior learn more about the current technology.,165214948
16521494,9,Founder of a mathematics research group; using maths methods to construct a model to predict the results of soccer games with 70% accuracy.,165214949
16521510,5,"Assistant Volunteer, Qingdao Tech Meetup Group,NPO; Invited local technicians and scientists to give lectures regarding the latest technology and products; attended founder leadership training seminars.",165215105
16521662,2,Founder/President of Athletic Council; The purpose of this council was to promote school spirit and school pride for varsity athletic teams through Stamford.,165216622
16521662,3,Founder/President of Business Competition CCA; After participating in FBLA I wanted a similar experience at my new school. My team placed top 10 and the CCA will continue.,165216623
16522156,4,President and Founder of EGMC Club; Empowering Girls to Make a Change (EGMC) is a club I created at my school to try and educate younger girls on gender equality.,165221564
16523023,3,Cofounder-Diversciencia project; Some friends and I developed a project involving science presentations in a magic show format to teach kids in a creative and entertaining way.,165230233
16523265,1,"The Social Circle, Co-Founder, President; The Social Circle is a club I and few other individuals started to discuss social issues and push for social change.",165232651
16523463,6,Psychology Club Founding Member; We meet to discuss new topics in psychology and to share findings with each other.  It is basically an extension of psychology class.,165234636
16524183,7,"Founder/Leader: Young Investors Club, JCHS; Founded the most popular club teaching students about the stock market through real time market simulation and guest speakers.",165241837
16524183,9,Founder: Well Suited; Collected bar mitzvah suits for reuse within the community.,165241839
