hondet,commonactid
Founder and President of Burlingame Stock Club; Trade and discuss various stocks and model portfolio using simulator. Club continues to meet unofficially despite supervisor leaving.,163756592
Co-Founder of Cosaint Technologies; Received $30K from venture capitalist to develop security bracelet. Prototype being developed for Tech Crunch.,163756598
"Student Leadership Johns Creek; Shakerag Program Founder, Mentor to Disadvantaged Children, Coordinated with local and city government.",163758993
"President and Founder of Economics Club; I founded the ""Economics Club"" at school. I taught economic concepts to students and I governed all club activities."".",163759291
Founder of the Bridges Program; This program connects 8th graders with teens from various schools and choice academies to help middle schoolers decide which high school to attend.,163759347
"President and Co-Founder of Current Events Club; Held weekly meetings to discuss, debate, and learn about global current events.",163761293
Founder of Young Conservatives; Founder of Young Conservatives Club and Representative for the right-wing in negotiations to create an environment at school that is accepting of all.,163763822
"Tampa Prep's Creative Writing Club; One of the founding members of a peer run group who met regularly to strengthen our creative writing skills, and share writing samples.",163764275
Secretary/Co-Founder of Investment Club; School club for discussing finance and a paper trading game. Responsible for sending out emails and updating the club agenda.,163768969
"President and Founder, Lawrenceville Origami Club; Founded club in 2013, hold 1 hr weekly meetings, teach students action, modular, and pure origami, participate/organize community service activities.",163770337
"The Millionaires Club, Founder; Researched business concepts primarily in production and marketing; analyzed the consumer market and launched a bubble tea business at school.",163770537
"Founder/President of the Business Club; Work with students to educate about aspects of business and tools that will be helpful in the near future. Games, guest speakers, and fundraisers.",163772932
"Sunday String Quartet: Founder and Member; One of founders of violin, viola, and cello quartet. Played for senior living centers, hospitals, and weddings. Engaged with community through music.",163774129
"Founder of Forensics Club; Founded and worked with school admin to create and fund the club. Signed up 20 members. Spoke in front of 5,500 people at 2 events.",163776724
President/Founder of Tech Student Association Club; Increased interest in STEM at school. Competed at state-level in Career Prep. Presented to Student Advisory Board. Recruited 25 people to join.,163776727
"Service Chair/Co-Founder, Acts of Kindness; Charity fundraisers.",163780014
"Secretary/Co-Founder, ASL Club; learned about american sign language.",163780015
"National Tutoring Organization, Founder/President; Provided free online tutoring for 30 low-income students. Selected team of volunteers from MA, NJ, FL, TX, NC, AK, and CA.",163784952
"NHS, Project Founder and Leader; Developed project to promote STEM education in economically disadvantaged neighborhoods. 300 participants, 40 volunteers.",163784953
Founder and President; I coordinated and scheduled for multiple congressmen to visit our school and discuss the legislative process. We also have mock elections and debates.,163787554
"Founder and President; We will go to competition, and host several mini debates on issues that matter to us as individuals to start conversation on touchy topics.",163787568
"A Capella/ Founder and President; We will host an A Capella concert, as well as several other events to raise awareness for issues through song,while singing a variety of genres.",163787569
New Zealand Secondary School's Art Competition; Founder (10th) Lead Organizer (11th) Supervisor (12th); received 200+ entries; MYD Funding ($3500); renowned artist Nicki Foreman as judge.,163790513
"President/Founder of Women's Rights Association; Led 15 members to deliver speeches on gender equality, offered psychological counseling to girls in rural areas, helped them build confidence.",163791782
Principal- AJ Photography; Self-taught photographer who founded business after published photographs were discovered by Highline Autos Magazine; document events for non-profits.,163792398
